memory_usage_mb,cpu_usage_percent,error_rate,is_healthy,success_requests,error_requests,timestamp,scenario,is_failure
2121.985343369231,84.3610060945048,0.032203707193420986,1,12,0,1744494751.2009974,memory_leak,1
735.9483551176344,90.44936185768238,0.016870318565614106,1,6,0,1744494751.2009974,high_latency,1
827.8628417777359,70.04323554320217,0.0013711328191371832,1,7,0,1744494751.2009974,normal,0
632.8195467677273,59.16993711370452,0.8175937788725904,0,2,8,1744494751.2119234,service_down,1
850.0989958601405,91.72218431601179,0.2536071708050831,0,8,2,1744494751.2119234,error_rate,1
922.7201661677042,106.07180370870445,0.03840587891335963,1,11,0,1744494751.2009974,high_latency,1
1139.896486768853,102.08222786462306,0.6507359066168994,0,2,3,1744494751.2119234,service_down,1
698.1569304174222,86.13540762996534,0.015655840777396287,1,12,0,1744494751.2009974,normal,0
728.1664881223614,92.07462280571401,0.025613170005666763,1,10,0,1744494751.2009974,normal,0
1066.9958556621086,120.03833351242017,0.6555365827473498,0,3,5,1744494751.2119234,service_down,1
1965.6240163235827,83.37125806918893,0.0016219271383957736,1,5,0,1744494751.2114143,memory_leak,1
911.2441042005456,110.01051443874434,0.27205218468460424,1,5,1,1744494751.2119234,error_rate,1
833.8025059258068,187.609986385037,0.08552357737547,0,16,1,1744494751.2114143,cpu_spike,1
803.9762574705143,88.37744190615386,0.4083893128202068,0,11,7,1744494751.2119234,service_down,1
781.5173370492946,81.30906919192067,0.30596139242991954,0,5,2,1744494751.2119234,error_rate,1
809.6214244237269,92.60969882530537,0.7448992968538972,0,2,5,1744494751.2119234,service_down,1
733.9405843404161,69.24869608729412,0.025762280650675456,1,15,0,1744494751.2009974,normal,0
962.6556126497406,158.21940833184118,0.19740605358115404,1,11,2,1744494751.2114143,cpu_spike,1
1362.3828573784815,71.83554532976098,0.0041308412646465014,0,15,0,1744494751.2009974,memory_leak,1
728.6865861049481,67.3303928527413,0.033341935054920814,1,18,0,1744494751.2009974,normal,0
2138.447843749472,92.84024429519857,0.010612626828669525,1,11,0,1744494751.2009974,memory_leak,1
1703.432851463473,97.70562444269903,0.046695073661086696,1,7,0,1744494751.2009974,memory_leak,1
1331.622704660013,91.1015516727984,0.0866641915143335,0,5,0,1744494751.2114143,memory_leak,1
755.4699687900263,113.63138502616673,0.008100024754162905,1,15,0,1744494751.2009974,high_latency,1
776.2519401131576,75.65609811303614,0.028425273334348713,1,6,0,1744494751.2009974,normal,0
646.942894635896,120.8698088263503,0.7700538082610973,0,3,10,1744494751.2119234,service_down,1
799.163164905907,92.95279202137387,0.043260528067752865,1,15,0,1744494751.2009974,normal,0
852.4726187941346,106.52817355748996,0.09672537879293792,1,16,1,1744494751.2009974,high_latency,1
824.0908780357008,89.58554103516144,0.017642031907348057,1,16,0,1744494751.2009974,normal,0
831.1432331154946,111.41702308738299,0.0557926755178418,1,5,0,1744494751.2009974,high_latency,1
790.58865992188,98.09481532253852,0.42659652576999496,1,11,8,1744494751.2119234,error_rate,1
811.7987999702254,74.365189907858,0.019316151290914962,1,12,0,1744494751.2009974,normal,0
812.4127644785591,201.1967743322718,0.15761244962539356,1,15,2,1744494751.2119234,cpu_spike,1
822.2566962695146,69.99143357780648,0.02506212952548802,1,14,0,1744494751.2009974,normal,0
805.1327307383056,71.91515856042375,0.40162741426814574,0,5,3,1744494751.2119234,service_down,1
958.3641268776125,145.6185850256959,0.17537770251989326,1,10,2,1744494751.2114143,cpu_spike,1
727.3806236597329,90.34500807327328,0.04530503128840005,1,18,0,1744494751.2009974,normal,0
817.226820258599,212.26720170918568,0.061259722584883235,1,18,1,1744494751.2119234,cpu_spike,1
870.8172775601313,95.42529319104436,0.032529891188333125,1,16,0,1744494751.2009974,high_latency,1
2222.51979188728,96.24626606459822,0.09389239327292559,1,16,1,1744494751.2009974,memory_leak,1
814.8869825946861,96.93844155365598,0.2097997691195443,1,5,1,1744494751.2119234,error_rate,1
